,tconst,title,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,release_date,production_budget,domestic_gross_y,worldwide_gross,release_month,profit,ROI%,worldwide%
535,tt1555064,Country Strong,117.0,"Drama,Music",6.3,16296,SGem,310000.0,2010-12-22,15000000,20218921,20601987,December,5601987,-62.653420000000004,0.018593643418957598
536,tt1555069,Mary Queen of Scots,119.0,"Biography,Drama,History",5.5,753,Focus,29900000.0,2018-12-07,25000000,16468499,46734733,December,21734733,-13.061068,0.647617565291322
538,tt1560747,The Master,138.0,Drama,7.1,131365,Wein.,11900000.0,2012-09-14,37500000,16247159,50647416,September,13147416,-64.940224,0.679210505033465
541,tt1560985,The Devil Inside,83.0,Horror,4.2,33522,Par.,48500000.0,2012-01-06,1000000,53262945,101759490,January,100759490,9975.949,0.4765800713034234
542,tt1562568,Higher Ground,109.0,Drama,6.3,2869,SPC,0.0,2011-08-23,1800000,841056,842693,August,-957307,-153.18372222222223,0.0019425816993851853
543,tt1563738,One Day,107.0,"Drama,Romance",7.0,128094,Focus,45500000.0,2011-08-19,15000000,13843771,59168692,August,44168692,194.45794666666666,0.7660287808964916
549,tt1564349,Dolphin Tale,113.0,"Drama,Family",6.9,20746,WB,23100000.0,2011-09-23,37000000,72286779,96068724,September,59068724,59.645199999999996,0.24755137790734058
550,tt1564585,Skyline,92.0,"Action,Sci-Fi,Thriller",4.4,83710,Uni.,45400000.0,2010-11-12,10000000,21416355,68264973,November,58264973,482.64973,0.6862760789490094
551,tt1568338,Man on a Ledge,102.0,"Action,Adventure,Crime",6.6,137507,LG/S,27600000.0,2012-01-27,42000000,18620000,49621440,January,7621440,-81.85371428571429,0.624758975152676
552,tt1568346,The Girl with the Dragon Tattoo,158.0,"Crime,Drama,Mystery",7.8,387580,MBox,94300000.0,2011-12-20,90000000,102515793,239373970,December,149373970,65.97107777777778,0.5717337478256304
553,tt1568911,War Horse,146.0,"Drama,History,War",7.2,136447,BV,97700000.0,2011-12-25,70000000,79883359,156815529,December,86815529,24.022184285714285,0.49059025270386325
555,tt1570989,Tiny Furniture,98.0,"Comedy,Drama,Romance",6.2,13397,IFC,0.0,2010-11-12,50000,391674,424149,November,374149,648.298,0.07656507500901806
556,tt1571222,A Dangerous Method,99.0,"Biography,Drama,Romance",6.4,93259,SPC,21800000.0,2011-11-23,20000000,5702083,14807531,November,-5192469,-125.96234500000001,0.6149200700643477
557,tt1571234,Mortal Engines,128.0,"Action,Adventure,Fantasy",6.1,70193,Uni.,67700000.0,2018-12-14,100000000,15951040,85287417,December,-14712583,-114.712583,0.8129731141933868
558,tt1571249,The Skeleton Twins,93.0,"Comedy,Drama,Romance",6.8,36793,RAtt.,0.0,2014-09-12,1000000,5284309,5797192,September,4797192,379.7192,0.08847093558398618
559,tt1572315,Texas Chainsaw 3D,92.0,"Horror,Thriller",4.8,41784,LGF,12900000.0,2013-01-04,20000000,34341945,47666013,January,27666013,38.330065000000005,0.2795297353693081
560,tt1573072,Housefull,144.0,Comedy,5.5,11089,Eros,1200000.0,2010-04-30,10100000,1183658,18726300,April,8626300,-14.59108910891089,0.9367916780143435
562,tt1576702,Skin Trade,78.0,Documentary,8.8,31,Magn.,0.0,2015-05-08,9000000,1242,1242,May,-8998758,-199.9862,0.0
564,tt1578275,The Dilemma,111.0,"Comedy,Drama",5.3,48148,Uni.,21200000.0,2011-01-14,70000000,48475290,70546865,January,546865,-99.21876428571429,0.31286400891095584
565,tt1583420,Larry Crowne,98.0,"Comedy,Drama,Romance",6.1,58927,Uni.,36400000.0,2011-07-01,30000000,35608245,61449135,July,31449135,4.83045,0.42052487801496313
566,tt1583421,G.I. Joe: Retaliation,110.0,"Action,Adventure,Sci-Fi",5.8,165536,Par.,253200000.0,2013-03-27,140000000,122523060,375740705,March,235740705,68.38621785714287,0.6739159256115198
567,tt1584131,The Last Godfather,100.0,"Comedy,Crime,Romance",3.7,1071,RAtt.,16600000.0,2011-04-01,13400000,164247,164247,April,-13235753,-198.774276119403,0.0
568,tt1586265,What to Expect When You're Expecting,110.0,"Comedy,Drama,Romance",5.7,65890,LGF,43200000.0,2012-05-18,37500000,41152203,88473016,May,50973016,35.92804266666666,0.5348615333741985
569,tt1586752,Machine Gun Preacher,129.0,"Action,Biography,Crime",6.8,60074,Rela.,2800000.0,2011-09-23,30000000,538690,3721988,September,-26278012,-187.59337333333332,0.8552682061307022
570,tt1587310,Maleficent,97.0,"Action,Adventure,Family",7.0,305832,BV,517100000.0,2014-05-30,180000000,241407328,758536735,May,578536735,221.40929722222222,0.681746029083219
571,tt1588173,Warm Bodies,98.0,"Comedy,Horror,Romance",6.9,208709,LG/S,50600000.0,2013-02-01,30000000,66380662,115121608,February,85121608,183.73869333333332,0.42338659828309555
572,tt1588334,"Jeff, Who Lives at Home",83.0,"Comedy,Drama",6.5,60070,ParV,148000.0,2012-03-16,10000000,4269426,4708127,March,-5291873,-152.91873,0.09317951703511822
573,tt1590193,The Commuter,105.0,"Action,Mystery,Thriller",6.3,83114,LGF,83600000.0,2018-01-12,40000000,36343858,101985431,January,61985431,54.96357750000001,0.6436367661180938
574,tt1591095,Insidious,103.0,"Horror,Mystery,Thriller",6.9,254197,FD,43000000.0,2011-04-01,1500000,54009150,99870886,April,98370886,6458.059066666667,0.45921026474121796
575,tt1591479,Act of Valor,110.0,"Action,Adventure,Drama",6.5,63787,Rela.,11300000.0,2012-02-24,12000000,70012847,82497035,February,70497035,487.4752916666667,0.1513289295791055
576,tt1592525,Lockout,95.0,"Action,Sci-Fi,Thriller",6.1,89554,FD,17900000.0,2012-04-13,20000000,14326865,33943049,April,13943049,-30.284755,0.5779146122082315
577,tt1594562,The Innkeepers,101.0,"Drama,Horror,Mystery",5.5,31089,Magn.,0.0,2012-02-03,750000,78396,1011535,February,261535,-65.12866666666667,0.922497985734552
578,tt1594972,Norm of the North,90.0,"Adventure,Animation,Comedy",3.6,7951,LGF,0.0,2016-01-15,18000000,17062499,30535660,January,12535660,-30.357444444444443,0.44122710954994915
579,tt1596343,Fast Five,130.0,"Action,Crime,Thriller",7.3,329892,Uni.,416300000.0,2011-04-29,125000000,210031325,630163454,April,505163454,304.1307632,0.6667034185070339
580,tt1596346,Soul Surfer,112.0,"Biography,Drama,Family",7.1,41659,TriS,3200000.0,2011-04-08,18000000,43853424,47158652,April,29158652,61.992511111111114,0.07008741471236285
581,tt1596350,This Means War,103.0,"Action,Comedy,Romance",6.3,167438,Fox,101700000.0,2012-02-17,65000000,54760791,156974557,February,91974557,41.49931846153846,0.6511486189446613
582,tt1596363,The Big Short,130.0,"Biography,Comedy,Drama",7.8,309227,Par.,63200000.0,2015-12-11,28000000,70259870,133162752,December,105162752,275.5812571428571,0.472375953900382
583,tt1596365,The Woman in Black,95.0,"Drama,Fantasy,Horror",6.4,165357,CBS,73400000.0,2012-02-03,15000000,54333290,128955898,February,113955898,659.7059866666667,0.5786676620250436
584,tt1598778,Contagion,106.0,"Action,Drama,Thriller",6.6,201536,WB,59800000.0,2011-09-09,60000000,75658097,137551594,September,77551594,29.252656666666667,0.4499656834220329
585,tt1599348,Safe House,115.0,"Action,Adventure,Crime",6.8,192655,Uni.,81700000.0,2012-02-10,85000000,126181630,208542162,February,123542162,45.34372,0.39493467992338166
586,tt1600195,Abduction,106.0,"Action,Mystery,Thriller",5.1,72552,LGF,54000000.0,2011-09-23,35000000,28087155,86648359,September,51648359,47.56674,0.6758489678956298
590,tt1600196,The Drop,106.0,"Crime,Drama",7.1,132161,FoxS,7900000.0,2014-09-12,12600000,10724389,19054534,September,6454534,-48.773539682539685,0.43717390307209825
591,tt1601913,The Grey,117.0,"Action,Adventure,Drama",6.8,228798,ORF,25700000.0,2012-01-27,25000000,51580136,81249176,January,56249176,124.99670400000001,0.3651611186801451
592,tt1602098,Albert Nobbs,113.0,"Drama,Romance",6.7,22213,RAtt.,2600000.0,2011-12-21,7500000,3014696,8539003,December,1039003,-86.14662666666668,0.646949883961863
593,tt1602613,Only God Forgives,90.0,"Crime,Drama",5.7,100318,RTWC,9900000.0,2013-07-19,4800000,775849,4494560,July,-305440,-106.36333333333334,0.8273804332348439
594,tt1602620,Amour,127.0,"Drama,Romance",7.9,84960,SPC,13100000.0,2012-12-19,9700000,6738954,36787044,December,27087044,179.2478762886598,0.816811755790979
595,tt1604171,Prom,104.0,"Comedy,Drama,Family",5.4,14279,BV,0.0,2011-04-29,8000000,10130219,10763183,April,2763183,-65.4602125,0.0588082540267131
596,tt1605630,American Reunion,113.0,Comedy,6.7,192250,Uni.,178000000.0,2012-04-06,50000000,56758835,236799211,April,186799211,273.598422,0.7603081751822222
597,tt1605776,The Visit,90.0,"Comedy,Drama,Romance",8.3,7,Uni.,33200000.0,2015-09-11,5000000,65206105,98677816,September,93677816,1773.5563200000001,0.33920198436495597
599,tt1605783,Midnight in Paris,94.0,"Comedy,Fantasy,Romance",7.7,356500,SPC,94300000.0,2011-05-20,30000000,56816662,162502774,May,132502774,341.6759133333333,0.6503649716158076
600,tt1606378,A Good Day to Die Hard,98.0,"Action,Thriller",5.3,188383,Fox,237300000.0,2013-02-14,92000000,67349198,304249198,February,212249198,130.70565000000002,0.7786380426218905
601,tt1606389,The Vow,104.0,"Drama,Romance",6.8,173629,SGem,71100000.0,2012-02-10,30000000,125014030,197618160,February,167618160,458.7272,0.3673960429547568
602,tt1608290,Zoolander 2,101.0,Comedy,4.7,59914,Par.,27900000.0,2016-02-12,50000000,28848693,55348693,February,5348693,-89.302614,0.4787827600554181
603,tt1611224,Abraham Lincoln: Vampire Hunter,105.0,"Action,Fantasy,Horror",5.9,142853,Fox,79000000.0,2012-06-22,67500000,37519139,137489730,June,69989730,3.688488888888889,0.7271131523787268
604,tt1612774,Rubber,82.0,"Comedy,Fantasy,Horror",5.8,31316,Magn.,0.0,2011-04-01,500000,100370,680914,April,180914,-63.8172,0.8525951882322877
605,tt1615147,Margin Call,107.0,"Drama,Thriller",7.1,107264,RAtt.,14200000.0,2011-10-21,3400000,5353586,20433227,October,17033227,400.9772647058823,0.7379960590659518
606,tt1615160,The Foreigner,113.0,"Action,Thriller",7.0,81288,STX,111000000.0,2017-10-13,35000000,34393507,140783360,October,105783360,202.23817142857143,0.7556990613095184
608,tt1615918,Alvin and the Chipmunks: Chipwrecked,87.0,"Adventure,Animation,Comedy",4.4,28158,Fox,209600000.0,2011-12-16,80000000,133107389,349088523,December,269088523,236.36065374999998,0.6187001856832743
609,tt1616195,J. Edgar,137.0,"Biography,Crime,Drama",6.6,115925,WB,47600000.0,2011-11-09,35000000,37306030,84606030,November,49606030,41.73151428571429,0.5590618068239345
610,tt1617661,Jupiter Ascending,127.0,"Action,Adventure,Sci-Fi",5.3,166327,WB,136600000.0,2015-02-06,179000000,47482519,181982519,February,2982519,-98.33378826815643,0.7390819774288321
611,tt1618430,Dum Maaro Dum,128.0,"Action,Crime,Drama",6.2,3616,FoxS,0.0,2011-04-22,5200000,564489,11633427,April,6433427,23.71975,0.9514769809446519
612,tt1618442,The Last Witch Hunter,106.0,"Action,Adventure,Fantasy",6.0,86118,LG/S,119600000.0,2015-10-23,80000000,27367660,130818912,October,50818912,-36.47636,0.7907973733950638
613,tt1619029,Jackie,100.0,"Biography,Drama,History",6.7,66008,FoxS,0.0,2016-12-02,9000000,13960394,36588512,December,27588512,206.53902222222223,0.6184487087094441
616,tt1620680,A Wrinkle in Time,109.0,"Adventure,Family,Fantasy",4.2,34888,BV,32200000.0,2018-03-09,103000000,100478608,133401882,March,30401882,-70.48360970873786,0.24679767261454377
617,tt1620935,Bleed for This,117.0,"Biography,Drama,Sport",6.8,21946,ORF,0.0,2016-11-18,16000000,5083906,6603926,November,-9396074,-158.7254625,0.23016914483899426
618,tt1621039,Free Birds,91.0,"Adventure,Animation,Comedy",5.9,20934,Rela.,54600000.0,2013-11-01,55000000,55750480,110387072,November,55387072,0.7037672727272727,0.49495462657076367
619,tt1621045,Think Like a Man,122.0,"Comedy,Romance",6.6,41043,SGem,4500000.0,2012-04-20,12000000,91547205,113373764,April,101373764,744.7813666666667,0.19251860598012782
620,tt1622547,30 Minutes or Less,83.0,"Action,Comedy,Crime",6.1,87254,Sony,3500000.0,2011-08-12,28000000,37053924,40966716,August,12966716,-53.6903,0.0955114879113083
621,tt1622979,Final Destination 5,92.0,Horror,5.9,98061,WB (NL),115300000.0,2011-08-12,40000000,42587643,155011165,August,115011165,187.5279125,0.7252608029879655
622,tt1623288,ParaNorman,92.0,"Adventure,Animation,Comedy",7.0,87250,Focus,51100000.0,2012-08-17,60000000,56003051,108119662,August,48119662,-19.800563333333333,0.48202713582289963
623,tt1625346,Young Adult,94.0,"Comedy,Drama",6.3,74071,Par.,6600000.0,2011-12-09,12000000,16311571,22750356,December,10750356,-10.413699999999999,0.28301908770130896
625,tt3025936,The Journey,112.0,"Adventure,Drama,Mystery",7.9,42,IFC,0.0,2003-07-11,500000,19800,19800,July,-480200,-196.04,0.0
629,tt1628841,Independence Day: Resurgence,120.0,"Action,Adventure,Sci-Fi",5.2,155344,Fox,286500000.0,2016-06-24,165000000,103144286,384169424,June,219169424,32.82995393939394,0.7315135470021165
630,tt1629705,Blackthorn,102.0,"Action,Adventure,Western",6.6,8553,Magn.,423000.0,2011-10-07,4500000,200558,1217307,October,-3282693,-172.94873333333334,0.8352445192543869
631,tt1629757,Chasing Mavericks,116.0,"Biography,Drama,Sport",7.2,28994,Fox,600.0,2012-10-26,20000000,6002756,8300821,October,-11699179,-158.49589500000002,0.2768479166096944
632,tt1630036,Courageous,129.0,Drama,7.0,17586,TriS,0.0,2011-09-30,2000000,34522221,35185884,September,33185884,1559.2942,0.01886162644087612
633,tt1631867,Edge of Tomorrow,113.0,"Action,Sci-Fi",7.9,546284,WB,270300000.0,2014-06-06,178000000,100206256,370541256,June,192541256,8.169244943820225,0.7295678837986127
634,tt1632705,Creed,77.0,Horror,6.6,12,WB (NL),63800000.0,2015-11-25,37000000,109767581,173567581,November,136567581,269.10157027027026,0.3675801646391557
637,tt1632708,Friends with Benefits,109.0,"Comedy,Romance",6.6,317338,SGem,93700000.0,2011-07-22,35000000,55802754,146595891,July,111595891,218.84540285714286,0.6193429869054106
638,tt1633356,Shark Night 3D,90.0,"Horror,Thriller",4.0,23190,Rela.,21300000.0,2011-09-02,25000000,18877153,18877153,September,-6122847,-124.49138799999999,0.0
